"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s208,#1035,TheoDlmz,riskyGoldfish.py,TRUE,40,242.599,±0.405,98.341,56.515,43.761,0.59508,62,133.082,1
userStrats.s891,#1036,Robbie Muir,myStrat.py,TRUE,40,242.541,±0.145,90.122,53.135,40.008,5.63192,70,112.71,2
userStrats.s701,#1037,kazoo kid or crazy kazoo or Yoav (whatever you prefer),strategiesus.py,TRUE,40,242.323,±0.129,81.049,67.621,38.351,4.02705,40,95.127,3
userStrats.s1385,#1038,Lucas,analyst.py,TRUE,40,242.136,±0.139,95.825,57.251,43.778,6.95356,83,98.921,3
userStrats.s922,#1039,Jakob Scharf,sociopath_detective.py,TRUE,40,241.855,±0.115,85.566,69.466,38.052,5.76162,42,85.501,3
userStrats.s817,#1040,Kolosso,Kolosso.py,TRUE,40,241.81,±0.198,92.663,73.598,39.191,5.03147,113,275.453,0
userStrats.s1538,#1041,MimicOfCopy,biggerBrain.py,TRUE,40,241.55,±0.174,100.424,50.856,43.64,7.1548,67,98.63,1
userStrats.s981,#1042,Matthew,mattUtilitarian.py,TRUE,40,241.449,±0.150,97.892,58.575,41.825,5.91676,152,435.45,3
userStrats.s39,#1043,xlirate,slowGrimTrigger.py,TRUE,40,241.395,±0.087,108.967,99.856,0.297,0.07975,3,113.293,1
userStrats.s401,#1044,Dwhyz,TruthSilentTitTat.py,TRUE,40,241.125,±0.110,73.532,63.298,37.474,1.57456,11,89.34,3
userStrats.s443,#1045,Tefek,josh.py,TRUE,40,241.112,±0.118,91.023,71.636,36.454,1.8428,177,96.266,3
userStrats.s209,#1046,drummersbrother,lw_o.py,TRUE,40,241.013,±0.248,99.08,77.656,39.405,0.6002,41,235.598,2
userStrats.s586,#1047,Lulink,adaptator.py,TRUE,40,240.969,±0.187,92.47,62.438,45.21,2.94933,56,228.237,-1
userStrats.s57,#1048,Tokeyo,iAmLaw.py,TRUE,40,240.653,±0.104,98.795,58.443,45.99,0.1088,24,91.539,0
userStrats.s1539,#1049,frog,josh.py,TRUE,40,240.517,±0.220,79.089,53.311,33.622,7.15572,12,99.406,-1
userStrats.s667,#1050,cyberwarrior34,cyberwarrior34.py,TRUE,40,240.443,±0.180,88.184,60.904,42.624,3.83803,51,93.706,3
userStrats.s999,#1051,bowsska,trustTreshold.py,TRUE,40,239.795,±0.113,88.887,64.753,44.943,5.95741,21,139.076,3
userStrats.s429,#1052,Puncake,tatForTit.py,TRUE,40,239.682,±0.116,74.888,62.669,38,1.75793,8,90.6,2
userStrats.s674,#1053,Deboog,detectiveConan.py,TRUE,40,239.515,±0.164,100.105,56.233,43.299,3.88786,41,100.235,0
userStrats.s565,#1054,File O Phile,EvilTitForTat.py,TRUE,40,239.494,±0.139,74.995,62.584,38.04,2.80568,5,94.278,3
userStrats.s1543,#1055,Frostrich(Patrick),Amaan.py,TRUE,40,239.424,±0.128,110.866,96.283,13.348,7.17041,25,174.624,3
userStrats.s1597,#1056,Rasilu,criminal_peko.py,TRUE,40,239.409,±0.128,87.622,63.101,41.664,8.10477,124,389.043,3
userStrats.s66,#1057,bookhead,tit6Tat.py,TRUE,40,239.203,±0.119,81.821,73.285,40.642,0.12942,11,92.847,1
userStrats.s826,#1058,Ascense,roughlyBayesian.py,TRUE,40,239.006,±0.164,98.61,56.169,46.735,5.06297,86,104.398,2
userStrats.s34,#1059,BitRapture,illHaveUhhhhhhhhhhh.py,TRUE,40,238.983,±0.355,80.487,66.799,42.502,0.0667,14,91.912,1
userStrats.s56,#1060,Lyxilion,aggressiveDetectiveThenWeirdForgivingTitForTat.py,TRUE,40,238.922,±0.112,86.081,69.252,40.628,0.10626,24,85.337,3
userStrats.s703,#1061,Gabriel,LonhusStrats.py,TRUE,40,238.823,±0.160,98.982,58.637,41.879,4.05447,47,97.232,1
userStrats.s1561,#1062,Yhsanave,YHdetective.py,TRUE,40,238.741,±0.150,92.732,66.608,40.706,7.64171,82,90.339,1
userStrats.s101,#1063,Melonhead,TheToleranceTaker.py,TRUE,40,238.737,±0.111,105.29,44.22,38.929,0.18439,109,2420.201,2
userStrats.s1564,#1064,BanForFun,detectiveNprtt.py,TRUE,40,238.343,±0.191,90.891,64.83,40.8,7.70953,32,108.511,2
userStrats.s1225,#1065,Barigamb Dev,OmegaJoss.py,TRUE,40,237.938,±0.138,87.427,35.022,20.458,6.72838,41,101.498,2
userStrats.s741,#1066,Stijn,smartBotV2.py,TRUE,40,237.878,±0.152,91.959,56.552,43.646,4.52478,199,3233.879,0
userStrats.s744,#1067,pimaster,pimasterAttemptedPlay.py,TRUE,40,237.878,±0.163,98.427,65.078,39.578,4.55263,136,95.102,2
userStrats.s683,#1068,xilefrelleum,aBitOfEverything.py,TRUE,40,237.518,±0.101,91.094,53.027,35.784,3.91722,69,118.299,2
userStrats.s1378,#1069,Henry,henry_detective.py,TRUE,40,237.415,±0.200,96.493,71.894,43.063,6.94529,40,180.002,2
userStrats.s664,#1070,Dave,bettterDetective.py,TRUE,40,237.355,±0.128,92.689,61.344,44.185,3.83251,49,93.709,2
userStrats.s898,#1071,Leo,subscribe_to_carykh.py,TRUE,40,237.27,±0.110,93.764,66.201,34.674,5.6594,23,111.057,1
userStrats.s1376,#1072,gastisalgado,pacifistStrats.py,TRUE,40,237.26,±0.659,80.709,64.263,39.844,6.94234,35,93.95,2
userStrats.s1295,#1073,Jason,JasonHK.py,TRUE,40,237.199,±0.198,97.966,56.732,45.508,6.8417,104,127.03,1
userStrats.s158,#1074,fab,detective exploit.py,TRUE,40,237.055,±0.121,81.559,65.339,40.938,0.39867,21,104.026,3
userStrats.s544,#1075,chatdoox,prisonnierChatdoox.py,TRUE,40,237.052,±0.167,100.467,51.942,47.251,2.65699,31,90.362,3
userStrats.s1383,#1076,Ferre,Ferre.py,TRUE,40,236.98,±0.138,86.134,62.774,40.602,6.95297,33,924.929,2
userStrats.s1066,#1077,Avi,Expected Gains cprob.py,TRUE,40,236.611,±0.134,98.389,56.349,41.797,6.17209,82,993.479,2
userStrats.s372,#1078,Tom Knowles,brownian.py,TRUE,40,236.599,±0.404,89.011,77.134,34.573,1.28368,53,107.861,2
userStrats.s1218,#1079,Mathman05,dective.py,TRUE,40,236.134,±0.155,96.904,55.815,45.996,6.70458,123,131.162,3
userStrats.s556,#1080,Yentulmanno,EvilTitForTat.py,TRUE,40,236.02,±0.159,86.66,66.415,43.446,2.77421,15,125.281,2
userStrats.s666,#1081,oyekamal,kamal_method.py,TRUE,40,235.989,±0.157,86.7,66.438,43.44,3.83318,35,214.948,2
userStrats.s1075,#1082,Ḃ̸̜̥͕̓͛̾̈́̈̿͒͑͐͒̉̐͜͝ė̸̡͉͈̰͉̠̹͇̜n̷͖͙̻͍̻̠͐̉͌̆̔͌̈́̍͠,movePredictor.py,TRUE,40,235.861,±0.148,94.542,55.946,41.468,6.19343,51,421.132,0
userStrats.s205,#1083,oykamal,kamal_detective.py,TRUE,40,235.792,±0.163,87.043,66.784,43.119,0.58546,26,151.403,-1
userStrats.s1257,#1084,Used_Brain (<- gamertag; can call me michael),Used_Brain.py,TRUE,40,235.69,±0.429,100.816,51.478,44.823,6.78741,117,1116.852,0
userStrats.s1329,#1085,Spencer Nickels,_cases.py,TRUE,40,235.69,±0.114,97.681,59.01,44.884,6.89073,46,114.297,0
userStrats.s1308,#1086,Cristian,strategyPredictorStrategy.py,TRUE,40,235.686,±0.124,101.679,47.629,39.314,6.8689,71,113.457,3
userStrats.s758,#1087,Venki,agentVenki.py,TRUE,40,235.676,±0.197,99.005,55.708,44.781,4.67981,120,192.251,3
userStrats.s725,#1088,moomoofrogguy,magicPrimes.py,TRUE,40,235.107,±0.091,81.714,57.244,30.43,4.26714,45,98.321,1
userStrats.s651,#1089,Nicolò,statistician.py,TRUE,40,234.971,±0.127,91.015,56.983,36.583,3.71889,22,123.265,1
userStrats.s60,#1090,"Harrison (2nd submission, if we're only allowed 1 please delete my 1st as it wouldn't let me edit my response to reupload the file)",investigator2.R.J. Harris.py,TRUE,40,234.804,±0.221,87.891,62.991,42.121,0.11361,166,90.085,2
userStrats.s1078,#1091,Flethan,flethan.py,TRUE,40,234.718,±0.146,99.541,56.802,46.685,6.20322,74,95.293,3
userStrats.s885,#1092,Chris,foolMeTwiceJittery.py,TRUE,40,234.59,±0.195,90.664,67.339,44.317,5.59378,19,139.631,2
userStrats.s851,#1093,Dustin,dustin.py,TRUE,40,234.578,±0.127,90.782,68.824,36.429,5.28365,46,93.665,1
userStrats.s925,#1094,Gregory365,excalibur.py,TRUE,40,234.564,±0.151,98.869,53.522,44.142,5.76632,50,235.423,2
userStrats.s1447,#1095,Blu,BluFoxStrat.py,TRUE,40,234.226,±0.145,103.62,54.439,47.339,7.00131,106,4244.274,1
userStrats.s1204,#1096,olicompsci,olicompsci.py,TRUE,40,234.105,±0.133,99.398,56,45.243,6.66289,26,104.676,1
userStrats.s1448,#1097,Levi or 6502,Final.py,TRUE,40,234.059,±0.146,93.303,58.958,43.015,7.0015,109,184.66,3
userStrats.s1025,#1098,Wesley,negotiator.py,TRUE,40,233.881,±0.157,93.805,58.72,47.067,6.03745,76,91.275,0
userStrats.s910,#1099,tumultimatum or tumu for short,diplomaticVariableVillain.py,TRUE,40,233.558,±0.398,90.049,69.554,36.97,5.70954,80,417.475,1
userStrats.s470,#1100,Daimee MacIsaac,Sherlock.py,TRUE,40,233.462,±0.244,91.308,68.261,36.094,1.98053,93,99.705,3
userStrats.s823,#1101,kevinta,expectationHorizon.py,TRUE,40,233.372,±0.111,101.71,51.632,43.032,5.05932,81,2202.258,3
userStrats.s890,#1102,AlarickRS,DescisionTree.py,TRUE,40,233.28,±0.151,91.82,50.593,33.625,5.62437,109,6483.536,0
userStrats.s597,#1103,Cg,cgDarwin.py,TRUE,40,233.101,±0.110,90.076,51.337,39.9,2.99105,46,95.833,0
userStrats.s1287,#1104,Kenny,runningAverageTitForTat.py,TRUE,40,233.084,±0.134,81.848,49.612,26.359,6.83362,18,116.931,2
userStrats.s1318,#1105,reimuns,predict_and_search.py,TRUE,40,233.066,±0.524,100.808,51.977,44.713,6.87926,117,255.926,2
userStrats.s842,#1106,MalbaCato,myStrat55.py,TRUE,40,232.901,±0.253,78.746,67.122,32.749,5.20116,24,90.988,2
userStrats.s732,#1107,derInformatiker,analyser.py,TRUE,40,232.878,±0.182,110.528,75.273,42.149,4.40469,25,101.306,1
userStrats.s1347,#1108,Wout12345,probabilisticDetective.py,TRUE,40,232.819,±0.589,109.059,88.368,23.877,6.91773,219,2731.888,0
userStrats.s712,#1109,OK13 or Dylan,detectiveV2.py,TRUE,40,232.693,±0.190,88.56,68.141,41.503,4.151,45,86.735,1
userStrats.s267,#1110,Pattu,generalDetectivev2.py,TRUE,40,232.636,±0.130,101.052,55.339,44.545,0.77631,77,302.547,3
userStrats.s1048,#1111,Reed,detectivePivotchu.py,TRUE,40,232.518,±0.262,87.904,67.572,37.876,6.11078,38,100.827,0
userStrats.s346,#1112,Jack,beNice.py,TRUE,40,232.393,±0.150,114.347,87.389,32.628,1.09289,21,107.119,2
userStrats.s892,#1113,CakeWithSteak,statisticianStacey.py,TRUE,40,232.248,±0.136,101.355,52.664,46.33,5.63341,83,146.314,2
userStrats.s707,#1114,Savan Doshi (like seven),variancetitfortat.py,TRUE,40,232.228,±0.499,81.295,60.857,40.85,4.09586,18,91.385,1
userStrats.s1192,#1115,Dave,Dave. David Dugan.py,TRUE,40,231.897,±0.085,86.777,37.837,22.245,6.63609,55,116.809,3
userStrats.s1547,#1116,Daniel Bamm,myStrategy.py,TRUE,40,231.287,±0.116,94.246,61.855,37.495,7.21712,9,127.181,2
userStrats.s327,#1117,Yanni_X,myDetective.py,TRUE,40,231.006,±0.139,94.149,58.968,42.485,0.97894,27,122.835,3
userStrats.s1537,#1118,Sep,Punk_C.py,TRUE,40,230.221,±0.241,99.711,54.433,45.816,7.15372,143,111.591,1
userStrats.s873,#1119,Vaibhav,theProfitMaximizer.zip,TRUE,40,230.138,±0.209,104.709,53.737,46.39,5.45516,109,96.456,3
userStrats.s476,#1120,Landon,theAdjudicator.py,TRUE,40,230.038,±0.212,97.375,55.858,44.074,2.02041,74,94.441,1
userStrats.s800,#1121,Palestinian,PalestinianStrategy.py,TRUE,40,229.711,±0.186,96.744,56.913,42.227,4.92786,49,89.814,1
userStrats.s775,#1122,JanF,janf.py,TRUE,40,229.684,±0.106,94.689,53.823,40.592,4.79751,94,775.815,0
userStrats.s937,#1123,VCT,vct.py,TRUE,40,229.616,±0.120,103.695,49.101,46.971,5.80859,71,101.769,1
userStrats.s705,#1124,Cocacolagua,consigliere.py,TRUE,40,229.462,±0.131,90.843,62.675,38.18,4.08076,65,94.891,-1
userStrats.s787,#1125,"Brandon/Pap/Roxol, any will do",PappyPythonDS8.py,TRUE,40,229.369,±0.111,97.595,58.528,40.404,4.86292,27,226.346,2
userStrats.s302,#1126,Makru,lookBack2.py,TRUE,40,229.351,±0.118,96.32,55.862,42.187,0.88787,132,300.683,2
userStrats.s333,#1127,Henry,agileDetective.py,TRUE,40,229.252,±0.234,88.656,57.009,29.665,1.0103,37,101.15,1
userStrats.s1394,#1128,Sebi,SuperAnalyzer2000.py,TRUE,40,229.08,±0.152,102.074,51.948,46.673,6.9666,67,910.491,1
userStrats.s857,#1129,Filup,back_and_forth.py,TRUE,40,228.832,±0.090,83.969,44.212,30.191,5.32604,35,99.536,2
userStrats.s33,#1130,Rentorock,moriarty99..py,TRUE,40,228.282,±0.113,69.82,41.276,9.792,0.06576,26,93.634,1
userStrats.s146,#1131,Double Negative,branchPredictor.py,TRUE,40,227.765,±0.209,96.669,56.079,45.54,0.31177,124,893.885,2
userStrats.s1006,#1132,Gp_Jedy,ratkoenBoMealSaturdays.py,TRUE,40,227.691,±0.124,109.496,40.832,43.194,5.9692,38,111.701,2
userStrats.s1465,#1133,tofi,ModifiedTFT.py,TRUE,40,226.869,±0.128,82.676,54.276,39.239,7.00933,13,100.192,3
userStrats.s1438,#1134,Don,TitForTatDetection.py,TRUE,40,226.794,±0.164,82.658,54.255,39.24,6.99723,14,101.504,-1
userStrats.s1316,#1135,JakobFO,memoryWheel.py,TRUE,40,226.609,±0.098,96.028,52.475,39.661,6.87698,159,120.882,1
userStrats.s1529,#1136,rodaye,Darwinator.py,TRUE,40,226.595,±0.171,105.089,46.434,44.993,7.10716,58,92.84,3
userStrats.s699,#1137,Björn Kerman,predict-o-tron.py,TRUE,40,226.487,±0.113,100.035,50.911,45.457,4.01315,39,118.021,0
userStrats.s1351,#1138,Hexameron,dynamic_joss.py,TRUE,40,226.464,±0.377,82.742,41.816,25.327,6.92446,20,102.466,1
userStrats.s139,#1139,PkmnQ,who.py,TRUE,40,225.707,±0.191,102.476,49.797,48.163,0.28959,33,87.586,2
userStrats.s1144,#1140,BruhMomento,Last2Rounds.py,TRUE,40,225.102,±0.124,92.728,62.159,43.032,6.44876,15,93.184,2
userStrats.s793,#1141,FuchsMussteSeinNichHase,betterme.py,TRUE,40,225.08,±0.143,104.61,47.164,47.874,4.90284,19,226.984,2
userStrats.s880,#1142,Adam O.,villefort.py,TRUE,40,225.058,±0.288,94.824,52.397,30.575,5.54036,79,97.542,1
userStrats.s774,#1143,Wilson,WilsonianDetective.py,TRUE,40,224.924,±0.155,91.014,57.719,41.126,4.78694,135,96.211,0
userStrats.s487,#1144,RENBOWDESH,triggerFingerDF.py,TRUE,40,224.532,±0.214,102.069,53.777,43.046,2.07751,47,94.107,1
userStrats.s348,#1145,Anton,Anton-strat.py,TRUE,40,224.527,±0.192,103.263,52.038,47.738,1.10894,41,98.06,1
userStrats.s785,#1146,Kubak_cz,chooseTheBest.py,TRUE,40,224.324,±0.137,95.28,51.947,40.908,4.85168,76,100.546,0
userStrats.s992,#1147,Van0k,pythia.py,TRUE,40,224.104,±0.141,97.315,49.255,40.885,5.93715,101,119.845,1
userStrats.s1293,#1148,flopy bouncer,FlopyBouncer.py,TRUE,40,224.048,±0.327,108.974,72.623,33.229,6.83949,33,124.818,2
userStrats.s402,#1149,ThreeD,GrudgeKitty.py,TRUE,40,223.993,±0.144,104.995,44.946,47.019,1.57985,55,91.73,2
userStrats.s1028,#1150,P P,psychopath.py,TRUE,40,223.758,±0.130,92.421,43.737,34.769,6.05063,53,105.21,2
userStrats.s576,#1151,PyExplained,myStrategy.py,TRUE,40,223.739,±0.101,105.383,44.186,44.551,2.87541,20,139.287,-1
userStrats.s1141,#1152,Lars,jenkins2.py,TRUE,40,223.695,±0.305,89.256,69.889,23.028,6.43708,131,244.952,2
userStrats.s722,#1153,Dmra2130,agentStartCooperateThreeRewardTwoPunish.py,TRUE,40,223.418,±0.107,92.15,40.738,30.038,4.21728,36,94.28,1
userStrats.s652,#1154,Cookie04,averager.py,TRUE,40,223.383,±0.133,119.148,87.492,22.441,3.7262,11,132.302,3
userStrats.s751,#1155,TomZw,KindButNotTooKind.py,TRUE,40,223.357,±0.134,116.7,94.567,8.704,4.62814,39,132.259,1
userStrats.s865,#1156,fizmat,grumpySlowDetective.py,TRUE,40,223.257,±0.193,102.403,43.311,45.312,5.38179,57,92.88,1
userStrats.s5,#1157,Adam,wintersStrategy.py,TRUE,40,223.242,±0.184,104.178,67.34,41.454,-0.28024,63,92.096,3
userStrats.s1180,#1158,Otto,crystalBall.py,TRUE,40,223.23,±0.169,105.348,46.172,38.937,6.59459,106,2492.109,2
userStrats.s1550,#1159,RyanCheddar,richard.py,TRUE,40,223.196,±0.169,121.108,96.463,15.227,7.26718,108,102.954,0
userStrats.s156,#1160,Ol' Stevo,Hello World!.py,TRUE,40,223.097,±0.077,122.91,100,0,0.38593,5,105.067,3
userStrats.s1494,#1161,Apolo512,ETFT_i.py,TRUE,40,223.088,±0.061,122.896,100,0,7.01912,3,90.29,1
userStrats.s175,#1162,Keristero,GreatestAnimeBetrayalsOfAllTime.py,TRUE,40,223.086,±0.146,105.808,59.016,35.24,0.4699,76,109.262,2
userStrats.s1387,#1163,Onno,Strategy.py,TRUE,40,223.071,±0.070,122.943,100,0,6.95471,23,91.285,0
userStrats.s315,#1164,Binary state machine,state-machine.py,TRUE,40,223.056,±0.079,122.92,100,0,0.93052,19,85.113,3
userStrats.s144,#1165,Jeremy,mine.py,TRUE,40,223.052,±0.076,122.945,100,0,0.30525,15,96.292,3
userStrats.s132,#1166,They call me Penguin,realPrisonerStrategy.py,TRUE,40,223.045,±0.075,122.908,100,0,0.26317,51,85.264,1
userStrats.s603,#1167,John Doe,xX_lit-strategy69_Xx.py,TRUE,40,223.045,±0.075,122.942,100,0,3.08847,1,92.289,1
exampleStrats.alwaysCooperate,#1168,None,alwaysCooperate,TRUE,40,223.037,±0.071,122.92,100,0,0,2,0,-1
userStrats.s1549,#1169,Jayson,forFun.py,TRUE,40,222.983,±0.068,122.953,100,0,7.2662,2,86.676,2
userStrats.s917,#1170,Maximal20,MaxiStrat.py,TRUE,40,222.552,±0.139,104.46,46.696,47.558,5.7409,81,107.165,2
userStrats.s70,#1171,Gamerstan,detectiveS.py,TRUE,40,222.484,±0.180,92.694,58.297,41.975,0.1403,37,90.874,0
userStrats.s227,#1172,Alex,hyperDetective.py,TRUE,40,222.16,±0.373,104.212,43.693,40.175,0.64958,126,874.291,0
userStrats.s1584,#1173,Samuel,myStrat-Samuel.py,TRUE,40,221.815,±0.133,103.036,47.583,48.167,7.97707,35,95.015,0
userStrats.s1256,#1174,KatzenTatzenTanz,Katstrat.py,TRUE,40,221.783,±0.342,113.952,96.527,1.296,6.77446,111,1194.886,0
userStrats.s578,#1175,Lawlzee,RandomWeights_Gen_6630000.py,TRUE,40,221.435,±0.190,119.964,73.824,42.858,2.87956,18,107.09,1
userStrats.s829,#1176,Navras,imprisoned.py,TRUE,40,221.337,±0.157,93.716,47.492,41.127,5.07088,11,100.219,0
userStrats.s1598,#1177,_newUser,scientist.py,TRUE,40,221.057,±0.195,100.633,47.173,39.836,8.15685,108,103.995,1
userStrats.s69,#1178,Harrison,defectorSupreme.py,TRUE,40,220.44,±0.174,94.436,58.39,41.835,0.13877,40,87.372,3
userStrats.s1161,#1179,mafaldo,custom.py,TRUE,40,220.381,±0.375,91.386,51.304,30.404,6.50855,38,150.979,2
userStrats.s804,#1180,Vakrim,doc.py,TRUE,40,219.944,±0.156,94.009,56.809,46.725,4.95266,68,89.839,0
userStrats.s1327,#1181,NightGlyde,exploiter3.py,TRUE,40,219.836,±0.082,89.459,31.214,20.958,6.89008,9,109.657,3
userStrats.s1304,#1182,Martin,strategyDetection.py,TRUE,40,219.725,±0.094,97.114,51.094,41.217,6.86192,102,6814.258,1
userStrats.s1222,#1183,OyBer,tableSalt.py,TRUE,40,219.231,±0.134,104.469,48.612,48.168,6.72486,34,138.426,2
userStrats.s1345,#1184,Swordeevee,ManipulativeFTFT.py,TRUE,40,219.088,±0.133,95.75,36.178,28.762,6.91575,34,100.518,2
userStrats.s1551,#1185,Buddermon,epic.py,TRUE,40,218.299,±0.134,83.315,53.085,43.024,7.27116,4,122.737,3
userStrats.s960,#1186,Okenekab,Cobbler.py,TRUE,40,218.184,±0.136,121.44,92.287,24.791,5.86403,62,97.349,1
userStrats.s1410,#1187,Satvik,MemoriousLogician_SD.py,TRUE,40,218.052,±0.148,102.319,52.509,45.011,6.97941,57,1022.098,2
userStrats.s1453,#1188,DerDunkelhut,friendlyLearner.py,TRUE,40,217.972,±0.215,107.479,65.249,46.009,7.00465,128,181.947,1
userStrats.s1567,#1189,Rasilu,war_criminal.py,TRUE,40,217.852,±0.166,105.963,64.216,42.814,7.73574,115,509.917,2
userStrats.s104,#1190,Fupi,therapist.py,TRUE,40,217.811,±0.149,105.118,45.779,48.208,0.18963,47,84.597,3
userStrats.s919,#1191,Cattingslan,catlanAlgorithm.py,TRUE,40,217.707,±0.107,100.55,46.222,46.326,5.74848,99,100.172,2
userStrats.s756,#1192,Teo,simpleOverengineeredDetective.py,TRUE,40,217.621,±0.122,106.07,46.531,37.823,4.65434,40,91.141,3
userStrats.s119,#1193,Kees,2ftftb2.py,TRUE,40,217.583,±0.120,98.53,44.219,40.428,0.20846,43,94.241,2
userStrats.s330,#1194,Aras,enhancedDetective.py,TRUE,40,217.209,±0.207,105.793,57.984,39.724,1.00576,51,165.344,0
userStrats.s303,#1195,Pudding,iHopeThisWorks.py,TRUE,40,217.163,±0.100,93.238,44.992,36.127,0.88881,8,129.613,3
userStrats.s976,#1196,VESUVIUS,detectiveSmart.py,TRUE,40,217.114,±0.126,98.968,43.981,38.785,5.90086,34,92.51,2
userStrats.s650,#1197,Nauynix,my.py,TRUE,40,216.788,±0.122,103.082,42.944,43.106,3.70459,56,92.721,1
userStrats.s74,#1198,Lordszynencja,fluffySaiStrategy.py,TRUE,40,216.607,±0.165,103.496,45.971,41.223,0.14777,104,115.717,3
userStrats.s323,#1199,saku,amelia.py,TRUE,40,216.452,±0.156,95.417,59.213,46.776,0.96226,25,121.144,1
userStrats.s1405,#1200,dk949,DKsStrategy.py,TRUE,40,215.94,±0.097,95.163,38.964,14.474,6.97623,14,113.379,3
userStrats.s1397,#1201,Marchio,testing_grim. M..py,TRUE,40,215.761,±0.148,106.971,41.94,48.019,6.97179,12,94.824,0
userStrats.s1229,#1202,Shogun,cleverDetective.py,TRUE,40,215.626,±0.225,100.568,60.382,43.029,6.73539,51,95.275,3
userStrats.s1520,#1203,Vlaxchen,chanco.py,TRUE,40,215.399,±0.169,90.011,58.035,46.817,7.03917,25,214.655,0
userStrats.s874,#1204,Wang Chen,the mathematician.py,TRUE,40,215.312,±0.445,87.559,52.15,29.135,5.45699,30,134.26,1
userStrats.s1348,#1205,Some guy from Russia,unfinished_batman.py,TRUE,40,215.062,±0.120,89.835,43.837,33.441,6.91875,50,262.151,2
userStrats.s769,#1206,"vypxl (pronounced /vaɪˈpɪks(ə)l/ ""vai pixel"")",vypxl.py,TRUE,40,214.975,±0.222,99.334,47.386,40.235,4.76692,121,109.796,2
userStrats.s1568,#1207,Psyql,TFTbutATFT.py,TRUE,40,214.923,±0.365,90.462,34.613,25.899,7.73787,21,96.153,1
userStrats.s185,#1208,Thien,markov_search3.py,TRUE,40,214.356,±0.113,114.31,56.378,28.797,0.50295,148,9271.942,2
userStrats.s93,#1209,Abhijeet,targeted.py,TRUE,40,213.516,±0.210,107.494,54.606,44.559,0.17619,52,88.006,1
userStrats.s1530,#1210,MasterGrandWhis,grimKamikaze.py,TRUE,40,213.148,±0.346,92.743,35.924,31.789,7.11019,16,99.507,0
userStrats.s258,#1211,DooNuts,DooNuts_Negotiations.py,TRUE,40,213.103,±0.140,103.886,41.939,43.374,0.75954,65,93.307,0
userStrats.s746,#1212,Sai,onetwo3.py,TRUE,40,213.043,±0.111,92.955,27.52,22.109,4.59711,8,99.643,2
userStrats.s75,#1213,Evan,superMegaIncredibleCleverDetectiveThatWillOneHundredPercentWinThisContestForSureObviously.py,TRUE,40,212.636,±0.158,100.411,32.298,35.825,0.15299,38,89.017,3
userStrats.s1412,#1214,Moddl,NEAT.py,TRUE,40,211.424,±0.118,91.538,58.916,8.004,6.98075,108,707.094,2
userStrats.s163,#1215,i know i will lose,kagura.py,TRUE,40,210.64,±0.383,91.794,33.534,26.742,0.40987,60,172.418,2
userStrats.s1401,#1216,Cahid,strategyBreaker.py,TRUE,40,209.409,±0.146,118.19,61.845,42.506,6.97381,37,99.02,2
userStrats.s761,#1217,master2500,exploitForgiversPunishCheaters.py,TRUE,40,209.26,±0.130,105.814,39.287,46.057,4.70726,31,99.713,2
userStrats.s165,#1218,Jack Lewis,test_player_lots.py,TRUE,40,209.168,±0.308,91.378,38.84,33.486,0.41705,30,104.243,3
userStrats.s441,#1219,Yewolf,analyser2.py,TRUE,40,209.124,±0.114,89.498,53.394,31.558,1.83586,42,331.852,2
userStrats.s1493,#1220,KoliFly,Fortuneteller.py,TRUE,40,208.763,±0.114,89.138,37.485,26.538,7.01904,180,8341.543,0
userStrats.s561,#1221,vTri,vtri.py,TRUE,40,208.756,±0.099,102.222,49.121,34.643,2.79321,42,153.766,3
userStrats.s755,#1222,StampDanFan,StampDanFan.py,TRUE,40,208.697,±0.134,106.256,40.422,46.461,4.65089,37,92.664,1
userStrats.s482,#1223,Kartoffelsaft,ksb.py,TRUE,40,208.653,±0.111,103.78,43.591,34.748,2.03868,37,247.021,3
exampleStrats.joss,#1224,None,joss,TRUE,40,208.603,±0.325,85.425,41.784,34.368,0,9,0,-1
userStrats.s1417,#1225,Sir Legna,SirL_PH-76.py,TRUE,40,208.504,±0.112,90.479,42.603,34.846,6.98306,34,117.648,2
